,IC_mean,IC_std,IC_IR,IC_positive_ratio,factor_direction
Factor2,0.04256564017694653,0.09087033738240599,7.435964356368592,0.6927190456602221,-1
Factor3,0.04157593408183197,0.09033118303351126,7.3064192283367335,0.6988893459481694,-1
Factor1,0.039439365047180375,0.12569091987433673,4.981111692974621,0.6491155902920609,-1
