,Factor1,Factor2,Factor3
2015-04-23,-0.02428576157287593,0.015108177850096823,0.024146402631487325
2015-04-24,0.0670510966749104,-0.026884832167632464,-0.06612250998056693
2015-04-27,-0.05190841754227904,-0.012745606535873841,-0.0388969558856581
2015-04-28,-0.07023225251979409,0.019605130063306116,0.05212345225396538
2015-04-29,-0.05222711923872446,0.05856467924734519,0.07879070475416552
2015-04-30,0.03128313122966444,-0.037176157045740954,-0.07901887799554168
2015-05-04,0.03895082797071436,0.08790257493912712,0.1513754644554757
2015-05-05,-0.1195993812789085,0.02728994316706687,0.10905167187662011
2015-05-06,-0.02306884746678623,0.07494194931198958,0.13982939304024536
2015-05-07,-0.1339550075587905,-0.014241118883052198,0.060813763630924056
2015-05-08,-0.1400675510021505,-0.06291778826003741,0.021726394674199005
2015-05-11,-0.15248525155925308,-0.07838128361203181,-0.028807768268520984
2015-05-12,-0.013525230313473854,-0.02200996542851725,-0.010805540213390374
2015-05-13,-0.016186950952482317,-0.07285495758300503,-0.029200484587624795
2015-05-14,-0.16212253893677533,-0.04186904336207977,0.009113218164749887
2015-05-15,-0.23377465666914918,-0.05660478647920725,0.019930011160357357
2015-05-18,0.08122450564437463,0.05924474420559185,0.015302415869731337
2015-05-19,-0.12068468790203452,0.046749174424586114,0.11304288347093988
2015-05-20,-0.08479694593028704,-0.009277944690213166,-0.08010219786149264
2015-05-21,0.09432120478832244,-0.0079798222949414,-0.03413674125206271
2015-05-22,-0.044207007188795736,-0.09836498055141991,-0.13739842143255837
2015-05-25,-0.1883557400487425,0.025837869969028582,0.06360788250698943
2015-05-26,-0.10908267328619334,-0.016104840011458846,0.015306805151481506
2015-05-27,-0.044936807698655774,-0.0005504269509049062,0.04873429512213207
2015-05-28,-0.2860920987890101,-0.04426224246772215,-0.020221247478449257
2015-05-29,-0.07350174515154198,-0.014960659002892186,-0.03635367699883816
2015-06-01,-0.08969602364029326,0.08323432217359458,0.035418935025400035
2015-06-02,-0.0131304364502213,-0.007358752220749244,-0.010985494734980372
2015-06-03,-0.010561018520880398,-0.06823059255158326,-0.13750917317812575
2015-06-04,0.13457049016896921,-0.02715415372335157,-0.12227885065289894
2015-06-05,0.1183691477558456,-0.13194417233694433,-0.23883066440409723
2015-06-08,0.013344102141287359,0.07647735223622189,0.08229059699222974
2015-06-09,0.0008933203774489906,0.12057055213125645,0.1824106710323638
2015-06-10,-0.10690360525900434,-0.020807416700349444,-0.013872180596412351
2015-06-11,-0.13050618095907826,-0.02462764595410261,-0.041972231536437234
2015-06-12,-0.16794330559121648,-0.11444143197844335,-0.2396491657277032
2015-06-15,-0.09445877417888705,-0.06467249983717162,-0.06595526944565751
2015-06-16,0.06384583953977914,0.0646338242725738,0.03710696963976182
2015-06-17,-0.2728468304076696,-0.09091999669689745,-0.17955323935139056
2015-06-18,0.014723640679299184,0.06250088698464278,0.12364756941716123
2015-06-19,0.13909890264144834,0.09683933672392274,0.09320101658370818
2015-06-23,-0.193997346756731,-0.13418346165186412,-0.22990162837213593
2015-06-24,-0.15822479061510492,-0.08299711697987616,-0.09896258184185658
2015-06-25,-0.09243874837356006,-0.00762286443895394,0.013363273844808484
2015-06-26,-0.13562677414155627,0.01643192841695623,0.018306013586681463
2015-06-29,0.16002387332304113,0.18197712266513158,0.17897921395789157
2015-06-30,-0.20990488122761997,0.06740714882262165,0.16667753958366854
2015-07-01,-0.21618970791981745,0.16152092823172107,0.240696175761661
2015-07-02,-0.20586770159142806,0.16659057078719747,0.23092244366872725
2015-07-03,-0.22990271405807822,0.1642853741758583,0.2007487982918331
2015-07-06,-0.23228262412424544,-0.058119624509645085,-0.056071343068869364
2015-07-07,-0.0013178513615921975,0.11537973207401724,0.048604344647185355
2015-07-08,0.07077497228600117,0.007628298370338305,0.02286002869661434
2015-07-09,0.133467187020595,0.03657685082787874,0.01076469998912774
2015-07-10,0.2463543370313376,0.08843467718001129,0.1141832914599155
2015-07-13,0.6281762756656586,0.1445941997654386,0.024504441673858457
2015-07-14,0.401285505802215,0.14156071429511252,-0.04238203183499224
2015-07-15,0.3384768320764026,0.07981377648987134,0.2582116103299852
2015-07-16,0.24833190627747578,-0.024204102036427446,0.08478054645615453
2015-07-17,0.07817899761307799,-0.05297905775384376,0.00488658017950239
2015-07-20,0.016803201070061797,-0.06864609016044267,-0.14462626354439953
2015-07-21,0.08531791900706798,-0.0641108201547571,-0.05176318865299713
2015-07-22,0.0872430567138158,-0.10299298913464408,-0.03925033343717162
2015-07-23,-0.031377331402795826,-0.04925004281557229,-0.07412236624026754
2015-07-24,-0.014672516536352199,-0.04119148894983398,-0.06898245933373412
2015-07-27,0.014864847576083511,0.014237065072305528,0.11269112225708093
2015-07-28,-0.12457501796715402,-0.15555355097786994,-0.05555404315997133
2015-07-29,-0.22969200661419592,-0.10971750468199888,-0.032012312442310856
2015-07-30,0.007661820635778381,0.04158196816687238,0.0644399964162743
2015-07-31,0.03885922130886111,0.10374910995193529,0.0715884822173048
2015-08-03,0.29112871077548685,-0.046517873102315095,0.02099613037074249
2015-08-04,-0.12298211977302953,-0.10189197778412963,-0.021403313262124284
2015-08-05,0.10446150115372252,0.046363427230469184,0.1144538743622666
2015-08-06,0.18521204632335905,0.012314635583566097,0.10185841917010441
2015-08-07,0.10714532366635729,-0.025597142144241733,-0.04997592568479977
2015-08-10,0.0029224384829468243,-0.03560566753083702,-0.0845854524483654
2015-08-11,0.03108613878195273,-0.022857823290891408,-0.07146379426110444
2015-08-12,-0.06519085193490153,0.007708421118947488,0.01659500266475171
2015-08-13,0.089642045559984,-0.0095250525077748,-0.0006129940140850891
2015-08-14,-0.021377635029863753,0.04403335447338017,-0.07307580020970064
2015-08-17,0.1703938536291532,-0.004397730329534243,0.04497918675814125
2015-08-18,-0.030168056744105,0.025176690692422395,0.030662702395163336
2015-08-19,0.18963956906594265,0.13067843048272526,0.15947374914802945
2015-08-20,0.18102050926097502,0.03960532888020214,0.0794426847813662
2015-08-21,-0.0719266798739558,-0.029850396883167412,-0.018322013770148644
2015-08-24,0.0465066524140869,0.1079543149816042,0.17882719131888325
2015-08-25,0.21549479216589978,0.16919704861011084,0.3262341157624942
2015-08-26,-0.019292259455869036,-0.16242322044327456,0.10257682126072436
2015-08-27,0.1473824285436395,-0.04590806425819838,-0.17432890610660398
2015-08-28,0.02492869401131258,0.011291970293333311,0.07509045155990565
2015-08-31,-0.007121246849702568,0.029225791759723067,0.11609066310592925
2015-09-01,-0.03152652668546981,0.07159707325227306,0.21884515779615563
2015-09-02,0.35757854291839114,-0.03812476380447279,-0.05576286806632262
2015-09-07,0.1756914256507355,-0.03157149402486639,0.0014946709482382475
2015-09-08,0.10811348369528231,-0.0011046535754247909,-0.08913428869353965
2015-09-09,0.04124507650715055,0.0980122205589845,0.10994134849375997
2015-09-10,-0.1315004516565424,-0.078993549465283,-0.17654685817630428
2015-09-11,0.034004318035414954,0.04025498903315157,0.09364146252975589
2015-09-14,-0.10589504128763992,0.048372972814630606,0.18088263492314133
2015-09-15,0.1004872498078035,-0.045670446572655884,-0.05926101989210298
2015-09-16,-0.08193575419684546,0.04241509430018408,0.08510459113653585
2015-09-17,-0.06723119259812911,0.007430984873953051,0.049678247425914215
2015-09-18,-0.014684319805860456,0.0485561910587862,0.033691574231971944
2015-09-21,0.22954574907697664,0.033402755258173385,0.008931117984060075
2015-09-22,-0.23284629445831886,-0.03546022724851006,-0.010906228850477298
2015-09-23,0.16375635450791956,0.0244315184901964,-0.04408141952752334
2015-09-24,0.183047388966757,0.020198901566200956,0.006401609827150479
2015-09-25,-0.1717218416972171,-0.03003465966689847,-0.055872302878813875
2015-09-28,-0.03177198612415863,0.044601810959466866,0.07845280764661233
2015-09-29,0.19356166277346326,0.05982882628377103,0.033971614719250656
2015-09-30,-0.08687210229774815,0.03821026128961108,-0.007312603697950268
2015-10-08,0.1290251792502924,0.052535917075627867,0.01002625516782877
2015-10-09,0.09327436650980118,0.05569450446512463,-0.0014201026494169672
2015-10-12,-0.08486795565923083,0.08169786063207288,-0.024875284715296184
2015-10-13,0.08429109933079933,-0.04749323088190078,-0.002178877004892264
2015-10-14,-0.10703240319904499,0.09512770186550926,-0.03969130361074022
2015-10-15,0.005306535007568726,-0.0028440219898641385,-0.031718387926862684
2015-10-16,0.06188734071344614,0.022811613037136518,0.046573457783021764
2015-10-19,0.05585229445164479,0.17212700909657266,0.058583052335622304
2015-10-20,0.25072660701513455,-0.04252791304218962,0.06781209063747642
2015-10-21,-0.21590637943073734,-0.06213421825034555,-0.09993765378792528
2015-10-22,-0.015743714282728676,0.08910334946302514,0.07622109732237113
2015-10-23,0.292057587024578,0.15801187125236235,0.1331029540202842
2015-10-26,-0.039326972174277795,0.02716512266986479,0.021174942098298757
2015-10-27,0.31564222774297557,0.09056837654179395,0.08902795215187811
2015-10-28,0.029843469732700453,-0.003988497832739842,0.041370662435295545
2015-10-29,0.05864922321403579,0.05376494743888988,0.06524698694066373
2015-10-30,0.15819531324464572,0.056483478183553516,0.07640784781800496
2015-11-02,-0.012311060991035516,-0.02759741669582316,-0.02929801234438503
2015-11-03,-0.05743527891478608,0.1062786874769232,0.02919037432289277
2015-11-04,0.21998833236007545,-0.03373132708046142,0.0012487790284322693
2015-11-05,-0.13177706203271025,0.11994265859150179,0.0480537597687385
2015-11-06,-0.03628475603959664,0.14340524908369226,0.03313764325559699
2015-11-09,0.08786044391301548,0.10477064472022879,0.048535375713738095
2015-11-10,-0.08581538987804893,0.16322058628113095,0.06464880275128515
2015-11-11,-0.05746130645953373,0.07685101107536943,-0.029648430838654722
2015-11-12,0.266031731003792,-0.01996505173105903,0.10763910691033712
2015-11-13,-0.09576089773518587,0.10427219564094184,0.016727517291183047
2015-11-16,0.18686574103839956,-0.05889796722341692,0.02370984930779967
2015-11-17,0.22253910489419906,-0.019458965486651218,0.0008548281145884232
2015-11-18,-0.20440785218893215,0.13159206114606395,0.04137260097117585
2015-11-19,-0.07378486900452279,0.10546695792457011,-0.02450232946713379
2015-11-20,0.1798524198420746,0.0026540679810821283,0.0317797833773924
2015-11-23,-0.052407066473400876,0.1842301279718938,0.03960039515690174
2015-11-24,-0.08329443950869918,0.10094777499752908,0.10689279091883057
2015-11-25,0.12610408787227614,0.04450295068298873,0.04045611475927535
2015-11-26,-0.0166706219458179,-0.012664873843005315,0.04314807561812724
2015-11-27,-0.28941725212846153,-0.11404577858108934,-0.11431211808231988
2015-11-30,0.26466482608488356,0.1107118358707998,0.09892465827621401
2015-12-01,0.3329095312293513,0.16255650661300933,0.2293860204715874
2015-12-02,-0.14022567475136125,-0.005656960842511505,-0.13019077502170637
2015-12-03,-0.02788725512481735,0.047845052329203976,0.05432991788003534
2015-12-04,0.05724571449842976,0.0341551016088331,0.030306176445778456
2015-12-07,-0.1105671472351942,0.03527262965875781,0.021092873374593205
2015-12-08,0.019955885628568423,-0.05437395782000762,-0.023094515777365245
2015-12-09,0.12496310119834027,0.12629331834013646,0.09229409745255945
2015-12-10,0.1284085544293902,0.08055300501459901,0.05925553397633793
2015-12-11,0.1437653920130051,0.09476820811616683,0.0784692178188428
2015-12-14,-0.09579004702966328,-0.006999227164653401,0.0011629263088079908
2015-12-15,-0.034118613229198416,0.08605548294002928,0.060340959262834996
2015-12-16,-0.0044267570692927615,0.04645284438976319,0.012376321885207136
2015-12-17,0.09407420673795215,-0.021512540362758414,0.026197525129231576
2015-12-18,0.1688680198361108,-0.008006529422852167,0.07583277142863445
2015-12-21,0.059244819935436885,0.1116860979071987,0.03735542278769959
2015-12-22,0.1255415975748186,0.03222702969275394,0.0470494827017081
2015-12-23,-0.08089719500373024,0.00953206718037383,-0.0596340018587964
2015-12-24,0.0572937152356641,0.062943214125084,0.032761412467497114
2015-12-25,0.12133275841360272,0.05758533140598943,0.05621122307326203
2015-12-28,-0.06665576818885409,-0.05703563776532203,-0.05817936651165053
2015-12-29,0.0024056477512503283,0.07593278356732125,0.0657655853149391
2015-12-30,0.08894879086640012,0.05761085230502264,0.08696893242783078
2015-12-31,0.07975076434217769,0.02244223200455563,0.1163843521501852
2016-01-04,-0.08437849859345262,0.023229879337361863,0.08628576378887849
2016-01-05,0.004508312238126993,0.013525476428246913,0.005066515387765551
2016-01-06,-0.13822004709112307,0.033390446850703574,0.08891039633565302
2016-01-07,-0.28220037512128504,-0.09773829618707777,-0.04334849612781584
2016-01-08,-0.2286366968754668,-0.36774814016035023,-0.11259296083573557
2016-01-11,0.2015627748629669,0.07784314099724356,0.1613434000316609
2016-01-12,-0.1128592729643332,-0.10999909259831316,0.04988275300089705
2016-01-13,0.32273843507316063,0.3470514156089434,-0.02800748938174057
2016-01-14,-0.0945198383962012,0.11048933278666502,0.016250249440341424
2016-01-15,0.2344634361744486,0.2910230940089375,-0.06880837194083542
2016-01-18,0.26630155923646553,0.12868855353326888,-0.016758960812089368
2016-01-19,0.13615090521049225,0.029831456683570966,0.007101678423899867
2016-01-20,0.06438204905301892,-0.07524813718021994,0.04602785174373593
2016-01-21,0.05446104265634685,0.078971966364689,-0.10247679163416466
2016-01-22,0.11932382075312922,0.021860528303894487,-0.07905168449129082
2016-01-25,-0.19774967000700783,-0.1371607549032777,0.019409355907087155
2016-01-26,-0.17583330718282497,-0.15150957694973818,-0.12693235493307287
2016-01-27,-0.10420147860586537,0.0356246908115298,0.10530259569952703
2016-01-28,0.31810492444282407,0.12363808674386301,0.03475752909838309
2016-01-29,0.009562914595078808,0.09208679658773516,0.08643950331526963
2016-02-01,0.21164511742380807,0.08298623053981002,-0.051223782690510325
2016-02-02,0.11875823808585242,0.0954649927817381,0.0070401978449330695
2016-02-03,0.280670650970808,0.0542861307562191,-0.012956425164207955
2016-02-04,0.14233802604861212,0.0962933772840644,0.08011824650543152
2016-02-05,-0.11901401341332887,0.013206896490254274,0.02124795078463558
2016-02-15,0.22848144833267278,0.10609090478262256,-0.07366576438150828
2016-02-16,0.10179881642484803,-0.0006127474142643628,-0.11948595874341933
2016-02-17,0.12267558293832476,-0.02486090684744303,0.028423560582785428
2016-02-18,0.03258094038240564,0.036249535447530574,-0.054252422244243155
2016-02-19,0.20659089255528307,0.05866708098874573,0.043741982587053606
2016-02-22,0.05289551984447672,-0.001697586904809909,0.005771931489976316
2016-02-23,0.15863288161189615,0.02290175110147406,-0.01914453944409032
2016-02-24,0.01999175806027347,-0.038333132035132424,0.04658196340462483
2016-02-25,-0.01888981714988232,0.03675377563371441,0.12768706883832398
2016-02-26,-0.13401813256759593,0.09598015123189356,0.23684667100658097
2016-02-29,-0.01658721992505511,-0.0509368661689509,-0.014686490618015127
2016-03-01,0.04612556208756832,-0.059088272353892614,-0.039376241401759764
2016-03-02,0.08134498822653677,0.08633480068875324,0.0950085900067942
2016-03-03,-0.23137160277198043,-0.055080881213213286,0.11488778829565584
2016-03-04,0.16771242671969935,0.04257565054257604,-0.06503958094123607
2016-03-07,0.31909463174350916,0.1970510525825206,0.10584262366100482
2016-03-08,0.3161664997877555,0.22236886327334507,0.19883192900196645
2016-03-09,0.16591315496469392,0.13163042249474421,0.10295125914434122
2016-03-10,0.06802235798672167,0.11368625763477208,0.11210713147609565
2016-03-11,0.2490524679526998,0.1370671205136383,-0.01627715930586752
2016-03-14,0.09301093662998397,0.10572012136602714,0.08862512364679045
2016-03-15,0.025845397325983233,0.050776327601819486,0.12418539144652004
2016-03-16,0.08059695600992248,0.037804607640636805,-0.0752340768090265
2016-03-17,0.04925969758564045,-0.020802178677948622,-0.15808191856002282
2016-03-18,-0.025640799900025914,-0.005717030338277433,-0.1739954652128974
2016-03-21,0.12261857173345114,0.12280930612988895,0.13064639987517593
2016-03-22,-0.1026404129542362,-0.05090483766505272,-0.10909593342867617
2016-03-23,0.09147842695974269,0.08412245750566702,0.16288180355970897
2016-03-24,0.16282307302397195,0.0954685712310607,0.030750578193127865
2016-03-25,0.21169156924773028,0.14960544227801767,0.167427334089473
2016-03-28,0.12295414816232383,0.02002008575947978,0.05395251392557433
2016-03-29,-0.17467814527840853,0.013925033453476423,-0.062881813928463
2016-03-30,0.06929453901545665,0.12243513367837482,0.06889169936592418
2016-03-31,0.1528800182431318,0.022362393527456302,0.03628569549724221
2016-04-01,-0.07847623489360597,0.1288905520554686,0.01767738866496121
2016-04-05,0.08690765030920797,0.07719651349025991,0.04494019230829316
2016-04-06,0.12995526967932516,-0.0162125747407615,0.06543884985031816
2016-04-07,0.05556090133086635,-0.037472705629719355,-0.054710107731537075
2016-04-08,0.036372736425094344,0.0756936260519122,0.03107887047455887
2016-04-11,0.1325106270755668,-0.02403547398025984,-0.03223871621476121
2016-04-12,0.08356625737260166,0.08986343423823563,-0.002858130303308244
2016-04-13,0.03034152977035598,0.13466962126461188,0.026569069295588468
2016-04-14,0.1306453010643685,0.11524753837822374,0.09646214197478034
2016-04-15,0.09232196362834949,0.010609198896704395,0.026568013405126774
2016-04-18,0.022831509513607042,0.02430959651890362,-0.018154849606135337
2016-04-19,0.05408677147402416,-0.11408306321578218,-0.005418056887243832
2016-04-20,-0.12087895945726303,-0.07760339082130562,-0.06487919960671622
2016-04-21,0.19581631279271072,0.19360675793736956,0.18486127253291987
2016-04-22,-0.041852342662057625,0.02399036098892289,0.07509195081964277
2016-04-25,0.11637191214289935,0.09686225005811647,0.09336695259503282
2016-04-26,-0.00409406840378079,0.07511135265880522,0.07828349269825437
2016-04-27,0.09132552291241405,0.07448431055859028,0.055451840780035
2016-04-28,-0.03204813225300367,0.03986337406708652,0.0503223536253699
2016-04-29,0.09258466520482125,0.06358586785348945,0.024153386281308326
2016-05-03,0.10403182371393843,0.04370487263221306,0.03354949026038791
2016-05-04,0.09674708164705542,0.06110163675725971,0.025949964371933528
2016-05-05,0.007130029760447358,0.01790820579223323,0.029582464196042758
2016-05-06,-0.21836174854049295,-0.12739394161266418,-0.0678587784347232
2016-05-09,-0.041612534662268066,-0.0038394567825528916,-0.0065890958857707654
2016-05-10,-0.19633656380493478,0.02946719749448839,0.055940785817017974
2016-05-11,-0.1574982583177857,-0.014613970941227605,0.020348845570185164
2016-05-12,-0.02810104318006525,-0.0096105817568086,-0.030454201081744944
2016-05-13,0.14324006165668834,-0.0028482835953629673,-0.058131359777067085
2016-05-16,0.2160599132006029,0.17470439042971275,0.10976548115565656
2016-05-17,-0.260248461351341,-0.04093974605259153,0.007923878797962549
2016-05-18,0.10715680550415169,-0.062235091616814314,-0.11501053334274929
2016-05-19,0.15624593047497162,0.0057046375999262435,-0.03498815728368027
2016-05-20,0.1820262255611743,0.07109252280741264,0.06234427565472108
2016-05-23,0.025933386591946418,0.07311902505355344,0.07461941879491119
2016-05-24,0.09583384935611129,0.11495823549648732,0.08841092114040823
2016-05-25,-0.053803665592509355,-0.03895500866991339,-0.08304099041159475
2016-05-26,0.06260538787121653,0.08958202807218497,0.10092289935214298
2016-05-27,0.04277025709013755,0.10049503556797758,0.10209651749968246
2016-05-30,0.1284856010580641,0.04348238683513548,-0.09057200284955441
2016-05-31,0.032647219320904315,0.15008224029673656,0.008620910010330845
2016-06-01,-0.05959174161585685,0.008977095887987823,-0.06886373665231753
2016-06-02,0.13940669482260065,0.02208056985836214,0.13517799649540646
2016-06-03,0.00944923152777275,0.09963138586782504,0.06260967873017068
2016-06-06,-0.16056959967225773,-0.08162417849895566,-0.10598312208140928
2016-06-07,0.06496198686744518,-0.028965496597565813,0.03243221489831544
2016-06-08,0.12023162475352395,-0.06778631400478895,0.07212083297010749
2016-06-13,-0.06056210805484697,-0.0565680623567915,-0.05493962620195311
2016-06-14,-0.052793421657267935,-0.060486688984362054,-0.1892949097915537
2016-06-15,-0.2063373301098824,-0.14491175968736972,-0.14853542676712206
2016-06-16,0.15107958709541836,0.11610223301529701,0.11210178473265403
2016-06-17,-0.06788320287790382,-0.021459271553775933,-0.04584471196731408
2016-06-20,0.1399847837445931,0.07347882906188291,0.13246013725003525
2016-06-21,0.0020417776425927033,0.009446101829384252,-0.0035556217979955027
2016-06-22,0.15346035434681962,0.12339197120635523,0.1360430955311202
2016-06-23,-0.08889381018350848,-0.004025385820397325,-0.021342197554290815
2016-06-24,-0.1391623619669696,-0.10238741287858578,-0.11999519013735269
2016-06-27,0.19122308571339075,0.1555763747448254,0.14339429270528037
2016-06-28,0.18470307419840887,0.19598797727836403,0.17876852836625756
2016-06-29,0.09373569082850901,0.0818063731214539,0.1192725133299894
2016-06-30,0.11326817615639523,0.053296395594582754,0.014625503210787654
2016-07-01,0.006130838847708195,0.02277661017508814,0.013284398674178296
2016-07-04,0.046335273379745065,0.013286620601135474,0.04295123191938432
2016-07-05,0.0816575007705953,0.04212410458860162,0.041996524955444786
2016-07-06,0.06867735363701215,0.04446562677628643,0.05443282933007113
2016-07-07,0.1223541840874663,0.14827224850894208,0.12653524570154645
2016-07-08,0.04867375615330997,-0.0932479860395124,-0.017849968939653384
2016-07-11,0.05388052434789944,-0.08790224301629328,-0.0231245908853983
2016-07-12,0.2455507372181761,0.2182674885137716,0.19601347320292473
2016-07-13,0.09090254153236724,0.13681534297712306,0.11603547400990406
2016-07-14,0.04589275635202562,-0.05764254346234334,-0.018394810439685647
2016-07-15,0.026134285377834916,-0.019915258407271874,-0.012969770565460592
2016-07-18,0.039240520188323386,0.15867664728854083,0.10252613096988361
2016-07-19,0.14098416386213913,0.16420002777969567,0.1346102493862075
2016-07-20,0.04325864846637016,-0.019536081575551967,0.003269442032092013
2016-07-21,0.04834815130725031,0.03531559855637988,0.014480829472135078
2016-07-22,0.07698745231903224,-0.0035813441875106595,-0.021080646771432482
2016-07-25,0.02645360259389459,0.1358018172403035,0.14337782301723195
2016-07-26,0.011763577866384323,-0.10714084953041556,-0.052387190561859476
2016-07-27,-0.2203699100229437,-0.12490949842305524,-0.11541194556945433
2016-07-28,0.0086768988509043,0.04961743852361556,0.09114376588873993
2016-07-29,0.04532863117302816,0.1444463287396683,0.11894813625954845
2016-08-01,0.04949863228614325,-0.02389075142655039,-0.008046093218828548
2016-08-02,-0.10702818026050655,-0.07831633374131049,-0.013504393186574879
2016-08-03,0.2382580434520796,0.24189740304724566,0.22683335097330076
2016-08-04,-0.1039503133418401,-0.0019852136363622233,0.02160104772546339
2016-08-05,0.045298383002692795,0.11711731140999183,0.12501460767292105
2016-08-08,0.26372927705300936,0.23765369894404487,0.19690479598105956
2016-08-09,0.10503966782546932,0.12600938032384348,0.10903187314834016
2016-08-10,-0.0763182247919007,-0.017831357361906258,-0.011394238807953488
2016-08-11,-0.02252040987963233,-0.01345416591082547,-0.010799197862206532
2016-08-12,0.1546975810895864,0.1519548979183557,0.0922396426541607
2016-08-15,0.10495954770908598,0.10345625968032673,0.10378119204020411
2016-08-16,0.06460353085495002,0.10087447557680462,0.08519498234609434
